綠	green			lǜ	1022	14	<i>Thread ... snowman</i>.[14]			绿		green; chlorine
彎	curved			wān	1023	22	<i>Needlepoint ... bow</i>.[23](22)			弯		bend, curve; bent
灣	Bay			wān	1024	25	<i>Water ... curved</i>.[23](25)			湾		bay, gulf, cove
戀	to be enamored of			liàn	1025	23	<i>Needlepoint ... heart</i>.[23]			恋		to feel attached to, long for, yearn for; to love
變	to change			biàn	1026	23	<i>Needlepoint ... taskmaster</i>.[23]			变		to change, transform, become different; rebellion, turn of events
經	Scripture			jīng	1027	13	<i>Thread ... spool</i>.[13]			经		classics; sacred book, scripture / to pass through / to undergo / warp / longitude / abbr. for economics 經濟|经济 / surname Jing
輕	lightweight			qīng	1028	14	<i>Car ... spool</i>.[14]<div><i>Car ... sprinkler system</i>.</div>			轻		light, easy, frivolous, simple, gentle; neutral, unstressed
後	behind			hòu	1029	9	<i>Queue ... cocoon ... walking legs</i>. [9]			后		behind, rear, after; descendents
幾	how many?		As a primitive this character will mean an <i>abacus</i>, the bead-instrument used in the Orient to caculate <i>how many</i>. Be sure you don't confuse this <i>abacus</i> with the one that appeared in the story fo <i>calculate</i> in FRAME 733.	jǐ	1030	12	<i>Two cocoons ... person ... fiesta</i>. [12]			几		how many? how much?; a few, some
機	Machine			jī	1031	16	<i>Tree ... abacus</i>.[16]			机		machine; plane; opportunity, chance
斷	to sever			duàn	1032	18	<i>Fishhook ... two cocoons</i> &quot;divided by&quot; (the horizontal line) <i>two cocoons ... tomahawk</i>. [18]			断		to break, sever, interrupt, cut off
繼	to carry on			jì	1033	20	"<i>Thread ... two cocoons</i> ""divided by"" (the horizontal line) <i>two cocoons ... fishhook</i>. [18]"			继		to continue, maintain, carry on; continuously
顯	obvious			xiǎn	1034	23	<i>Sun ... two cocoons ... cooking fire ... head</i>. [23]		sun shining on silk...head	显		prominent, conspicuous; evident; to be apparent
樂	Music			yuè	1035	15	<i>Dove</i> between two <i>cocoons ... tree</i>. [15]			乐		"music; [as ""lè"": happy, glad; enjoyable]"
藥	Medicine			yào	1036	19	<i>Flowers ... music</i>.[19]			药		medicine, drugs, pharmaceuticals; cure
雞	Chicken			jī	1037	18	"<span style=""font-family: Helvetica"">a certain something</span><i>... turkey</i>. [18]"		"<div>H:&nbsp;<i>Vulture ... cocoon ... St.Bernard dog ...</i><i>turkey</i>.</div><div><br /></div>""mix between griffin and turkey"""	鸡		chicken, fowl
麼	[suffix]; [pause marker]			me	1038	14	<i>hemp ... cocoon</i>. [14]			么		[interrogative suffix]
系	Lineage		As a primitive, this character will take the meaning of <i>yarn</i>, as the uniting of many <i>threads</i> into <i>one</i> (slightly warped) strand is most obvious with <i>yarn</i>.	xì	1039	7				系		link, connection; system
係	related to			xì	1040	9	<i>Person ... lineage/yarn</i>. [9]	(not <i>Relatives</i>)		系		to bind, tie up; to involve; connection, relation
孫	Grandchild			sūn	1041	10	<i>Child ... lineage/yarn.</i>[10]			孙		grandson
卻	to withdraw			què	1042	9	<i>valley ... stamp</i>. [9]	(from somewhere, <b>not</b> <i>retreat</i>)		却		to withdraw, go back; retreat; yet, nevertheless
腳	Foot			jiǎo	1043	13	<i>Part of the body ... withdraw</i>. [13]	(full character)		脚		foot; base, foundation
服	Apparel			fú	1044	8	<i>Moon ... stamp ... crotch</i>. The <i>stamp</i> is stretched here. [8]			服		clothes, dress, garment
命	Fate			mìng	1045	8	<i>fit ... stamp</i>. [8]		"""Was it fate that I was born with an umbrella hair-do, an unibrow, no pupils, and an eye shaped like a stamp?"""	命		life; fate, destiny
留	to stay			liú	1046	10	<i>Letter opener ... rice field</i>. [10]		Almost Trozky: <i>letter opener</i> through the <i>brain</i>	留		to stay, remain; to detain; to reside in a foreign country
溜	to slide			liū	1047	13	<i>Water ... stay.</i> [13]			溜		to slip away, skate, slide
聊	to chat			liáo	1048	11	<i>Ear ... letter opener</i>. [11]			聊		to chat, have a chat; to kill time
柳	Willow			liǔ	1049	9	<i>Tree ... letter opener</i>. [9]			柳		willow
令	Orders			lìng	1050	5	<i>Meeting ... chop</i>. [5]			令		to order, command; decree
冷	cold			lěng	1051	7	<i>Ice ... orders</i>. [7]			冷		cold
零	zero			líng	1052	13	<i>Rain ... orders</i>. [13]			零		zero
領	Collar			lǐng	1053	14	<i>Orders ... page</i>. [14]			领		neck; collar; to lead, usher
通	to communicate			tōng	1054	10	<i>Sealing wax ... road</i>. [10]			通		to communicate; common
勇	courageous			yǒng	1055	9	<i>Sealing wax ... muscle</i>. [9]			勇		brave, valiant, courageous
犯	Criminal			fàn	1056	5	<i>Wild dogs ... fingerprint</i>. [5]	(<u>not</u> <i>spicy</i>)		犯		to violate, commit crime; criminal
危	Danger			wēi [普], wéi [國]	1057	6	<i>Bound up ... </i>on a <i>cliff ... fingerprint</i>. [6]			危		danger; to endanger
脆	fragile			cuì	1058	10	<i>Flesh ... danger</i>. [10]		"""fragile things are often a danger to your flesh"""	脆		brittle, fragile; crisp
印	Print			yìn	1059	6	<i>Staples ... stamp</i>. [6]	(<i>Print</i>, <i>to print; </i> <u>not</u> <i>Printing Plate</i>)		印		to print; mark, seal, stamp; India (abbrev.)
興	Excitement			xìng	1060	16	<i>Zipper ... same ... tool</i>. [16]	(<u>not</u> <i>to excite</i>)		兴		interest, excitment; to thrive, flourish
酒	Liquor			jiǔ	1061	10	<i>Water ... whiskey bottle</i>. [10]			酒		wine; liquor; spirits
配	to distribute			pèi	1062	10	<i>Whiskey bottle ... snake</i>. [10]			配		to allocate, distribute; to fit, match
酋	Chieftain			qiú	1063	9	<i>Animal horns ... whiskey bottle</i>. [9]			酋		tribal chief
尊	to venerate			zūn	1064	12	<i>Chieftain ... glue</i>. [12]			尊		to honor, respect
遵	to abide by			zūn	1065	15	<i>Venerate ... road</i>. [12]			遵		to obey, observe, follow
豆	Beans		Used as a primitive, this character will also take the meaning of a <i>table</i>. Be sure to avoid confusing this image with the one you have for the primitive meaning <i>small table</i> (see page 40).	dòu	1066	7				豆		bean; peas
頭	Head			tóu	1067	16	<i>table ... head</i>. [16]	(full character)(<u>not</u> <i>Heads</i>)		头		head; chief, boss
短	short			duǎn	1068	12	<i>Dart ... table</i>. [12]			短		short; lack
禮	Ceremony			lǐ	1069	17	<i>Altar ... bent ... table</i>. [17]		"<i>Altar ... sacrificial vessel</i>.<br />==== 豊 [lǐ] (sacrificial vessel; component in 體禮澧醴鳢)<br />""Sacrificial vessel -- picture of a vase with flowers"" --Karlgren."	礼		social custom; manners; rites
體	Body			tǐ	1070	23	<i>Skeleton ... bent ... table</i>. [23]	(not <i>somebody</i>)	"<i>Skeleton ... sacrificial vessel</i>.<br />==== 豊 [lǐ] (sacrificial vessel; component in 體禮澧醴鳢)<br />""Sacrificial vessel -- picture of a vase with flowers"" --Karlgren."	体		body, form; unit
鼓	a Drum			gǔ	1071	13	The full character for the <i>drum</i> adds a <i>branch</i>, apparently to serve as a <b>drum</b>stick, to the primitive for <i>drum</i>. [13]	(full character)		鼓		drum; to rouse; to beat
喜	joyful			xǐ	1072	12	<i>Drum ... mouth</i>. [12]			喜		to enjoy, be happy, feel pleased; happiness, delight
廚	Kitchen			chú	1073	15	<i>Cave ... drum ... glue</i>. [15]			厨		kitchen
樹	Timber			shù	1074	16	<i>trees ... drum ... glue</i>. [16]		"""timber leaks glue, drum it to get more"""	树		tree; set up, establish
血	Blood			xuè [普], xiě [國]	1075	6				血		blood
盡	exhausted			jìn	1076	14	A <i>brush</i> with one clump of bristles (the fourth stroke) burned off by the <i>cooking fire</i> ... <i>dish</i>. [14]			尽		to use up, exhaust; depleted
儘	to the utmost			jǐn	1077	16	<i>Person ... exhausted</i>. [16]			尽		utmost; to the utmost
蓋	Lid			gài	1078	14	<i>Flowers ... gone ... dish</i>. [14]			盖		lid, top, cover; canopy
溫	Temperature			wēn	1079	13	<i>Water ... prisoner ... dish</i>. [13]		"warm = ""the feeling Marilyn get as she gives a bowl of water to a prisoner""<br /><br />{xxxx 昷(F𥁕) [wēn] (phonetic component: 温瘟氲愠韫)&nbsp;&nbsp;&nbsp;<br />From 囚 (qiú) 'prisoner' over 皿 (mǐn) 'dish'.<br />        ""Feed a prisoner"" --Karlgren.<br />        In the simple form 昷, the top 囚 is abbreviated to 日 (rì).}"	温		lukewarm, tepid
監	to supervise		The primitive meaning changes to <i>hidden camera</i>. Keep this in mind when creating your story for the key word.	jiān	1080	14	<i>Underlings ... reclining ... drop ... dish</i>. [14]	(<u>not</u> <i>Superintend</i>)		监		to supervise, inspect; to control, direct
籃	Basket			lán	1081	20	<i>Bamboo ... hidden camera</i>. [20]			篮		basket; goal
藍	blue			lán	1082	18	<i>Flowers ... hidden camera</i>. [18]			蓝		blue
銀	Silver			yín	1083	14	<i>Metal ... silver</i>. [14]	(full character)		银		silver; cash, money
跟	Heel			gēn	1084	13	"<i>Wooden leg ... silver</i>. Although this character is used as a noun for <b>heel</b>, it can also take the verbal meaning of ""follow"" (close on another's <b>heels</b>). [13]"	(full character)	Treasure Island: pirate on a <i>wooden leg</i> - Long John <i>Silver</i> is one heel short of a full set.	跟		heel; to follow, accompany; with
很	very			hěn	1085	9	<i>Queue ... silver</i>. [9]			很		very, rather, quite
根	Root			gēn	1086	10	<i>Tree ... silver</i>. [10]			根		root; basis
即	immediately		Fedex package	jí	1087	7	<i>Silver ... stamp</i>. [7]			即		right away, immediately; namely
節	Holiday			jié	1088	13	<i>Bamboo ... immediately</i>. [13]<div><i>Bamboo ... Fedex</i>.</div>			节		festival; knot; node; segment
退	to retreat			tuì	1089	9	<i>Silver ... road</i>. [9]			退		retreat; to move back, withdraw
腿	Leg			tuǐ	1090	13	<i>Flesh ... retreat</i>. [13]			腿		leg
限	Limit			xiàn	1091	9	<i>Pinnacle ... silver</i>. [9]			限		limit; bound
眼	Eyelet			yǎn	1092	11	<i>Eye ... silver</i>. [11]			眼		eye; eyelet, hole, opening
良	high-quality		When using this character as a primitive, take the image of a saint's halo. As with silver, when this element is drawn on the left, the penultimate stroke is omitted	liáng	1093	7	<i>Drop of ... silver</i>. [7]			良		good, very much; virtuous, respectable
浪	Breakers			làng	1094	10	"<i>Water ... halo</i>. These are waves that crest or break into foam, not electrical <b>breakers</b> or people who do ""break dancing."" [10]"			浪		wave; unrestrained, wasteful
娘	Mom			niáng	1095	10	<i>Woman ... halo</i>. [10]			娘		mother; wife
食	Food			shí	1096	9	"If <i>umbrella</i> and <i>halo</i> aren't enough, break the <i>halo</i> down into <i>drop</i> and <i>silver</i> - or ""silverware,"" an additional primitive. [9]"			食		animal feed; eat; food
飯	Meal			fàn	1097	12	<i>Food ... against</i>. [12]			饭		cooked rice; food, meal
餐	to dine			cān	1098	16	<i>Magic wand ... evening ... right hand/crotch ... food</i>. [16]		{The bottom is 食 (shí) 'food'.<br>        The top, 歺又, is an obsolete character employed in 餐 as a phonetic. The upper left part, 歺, composed of 卜 over 夕, is just a variant of 歹 dǎi 'broken bone'. The upper right is 又 yòu 'hand'. A 又 hand holding a 歹 broken bone seems appropriate for carnivorous meals. Now 歺 is often used as an unauthorized simplified form of 餐, one sees it especially on street signs in the word 歺厅(餐厅) cāntīng 'dining hall'.}	餐		eat, dine; meal; food
館	Bldg.			guǎn	1099	16	<i>food ... bureaucrat</i>. [16]			馆		house; establishment, public building
養	to raise			yǎng	1100	15	<i>Sheep ... food</i>. The key word is used in connection with <b>raising</b> animals, family, flowers, and so forth. [15]	(animals, family, etc.)		养		to raise, rear, keep
既	since			jì	1101	9	"<i>Silver ... waitress</i>. The key word since should not be used as a preposition or adverb to indicated ""from a point in the past,"" but as a conjunction meaning ""now that."" [9]"		"{==== 旡 [jì] (component: 'belch' -- 欠 backwards; as in 既簪 etc.)<br />""To belch -- the seal was a symbol analogous to those of 气 and 欠; to be distinguished from 无"" --Karlgren.<br />        A very similar character was pronounced zān and meant hair-pin; it is now written 簪 zān; also see 昝 zǎn.}"	既		already; since; de facto
概	approximate			gài	1102	13	<i>Root ... waitress</i>. It is also possible to divide the character up into <i>tree</i> and <i>since</i>. [13]			概		general; approximate
平	even**		As a primitive, this character can keep its pictographic meaning of a <i>water lily</i>.	píng	1103	5				平		flat, level, even; to tie, draw;
評	to evaluate			píng	1104	12	<i>Words ... water lily</i>. [12]			评		to comment, criticize, judge
坪	Level Ground			píng	1105	8	<i>Ground ... even/water lily</i>. [8]			坪		level ground; a plain
乎	ooh!			hū	1106	5	Water lily (平) with a stylishly tipped hat and chic hook at the bottom. Oooh! la la.			乎		(interrogative or exclamatory particle )
呼	to shout			hū	1107	8	<i>Mouth ... Ooh!</i> [8]			呼		to shout, cry; to breath out, exhale
希	to hope			xī	1108	7	<i>Sheaf ... cloth</i>. [7]			希		rare; hope, expect, strive for
稀	scarce			xī	1109	12	<i>Wild rice ... hope</i>. [12]			稀		diluted; sparse
學	to study			xué	1110	16	<i>Carmen Miranda hat ... child</i>. [16]			学		learn, learning, study; science; -ology
覺	Senses			jué	1111	20	<i>Carmen Miranda hat ... see</i>. [16]			觉		to feel, find that; conscious, aware; to wake up from sleep
攪	to stir			jiǎo	1112	23	<i>Fingers ... senses</i>. [16]			搅		to mix, stir; to disturb, annoy
凶	sinister		"""X"", X-ray machine"	xiōng	1113	4	<i>Sheaf ... pit.</i> [4]		{凵 is a pit, and 乂 is a person falling into it hands-first.<br />        A variant form 兇, with 儿 added, is sometimes used among full form characters when the meaning is 'violent, cruel'.}	凶		bad, terrible, ominous; culprit; murder
兇	cruel			xiōng	1114	6	<i>Sinister ... human legs</i>. [6]			凶		atrocious, ferocious, brutal, fierce
胸	Bosom			xiōng	1115	10	<i>Part of the body ... bound up ... sinister</i>. [10]<div><i>Part of the body ... bound up ... X-ray machine</i>.</div>		{From 月(肉 ròu) 'flesh' and 匈 xiōng.<br>        The character 匈 (made of 勹 and 凶 xiōng phonetic), already meant 'chest', but was enlarged by 肉 anyway. 勹 is simply 人 (rén) 'person', with room in the middle to show what's inside.}	胸		chest, bosom, heart; mind
離	to leave			lí	1116	18	<i>Fagin ... turkey</i>. [18]	(not <i>go</i>)	"<i>Fagin</i> = <i>top hat ... cruel ... belt ... elbow</i>. [10]<br />{xxxx 㐫 (component; same as , old form of 脑腦 nǎo 'brain')<br />The full form is .(巛over囟,right of 腦)<br />        ""Picture of a head and its hair"" --Karlgren(1923).<br /><br />==== 禸 [róu] (component: traces of animal footsteps)<br />""Picture of the hind legs and tail of an animal"" --Karlgren.}"	离		to leave, depart, go away; from
禽	Fowl			qín	1117	12	<i>Umbrella ... Fagin</i>. [12]			禽		birds; fowl
辛	peppery		辛 <i>chili pepper</i><br />亲 <i>pepper plant</i><br />	xīn	1118	7	The character in this frame pictures food whose taste is so hot and <b>peppery</b> that it makes the hairs on your body <i>stand up</i> as straight as <i>needles</i>. [7]	(<u>not</u> <i>spicy hot</i>)	{&quot;The seal has ↉ 'knock against, offend' below, and 亠 above; the scholastic commentators say: to offend (亠 = ) 上 the superiors&quot; --Karlgren.<br />        辛 xīn is not to be confused with 幸 xìng 'lucky'.<br />        Phonetic in 亲 qīn etc.}	辛		8th Heavenly Stem; [offend superiors]; 8th (in order); bitter; pungent, laborious
辦	to manage			bàn	1119	16	Two <i>chili peppers ... muscle</i>. [16]			办		to manage, handle, go about, run, deal with
辯	to dispute			biàn	1120	21	Two <i>chili peppers ... words</i>. [21]			辩		dispute, debate; to argue, discuss
壁	Partition			bì	1121	16	<i>Hot sauce ... ground</i>. [16]			壁		wall; rampart
避	to evade			bì	1122	16	<i>Hot sauce ... road</i>. [16]	(<u>not</u> <i>to avoid</i>)		避		avoid, shun, flee, escape; to keep away, hide
新	new			xīn	1123	13	<i>Pepper plant ... tomahawk</i>. [13]			新		new; newly
薪	Fuel			xīn	1124	17	<i>Flowers ... new</i>. [17]			薪		fuel, firewood; salary
親	Relatives			qīn	1125	16	<i>Pepper plant ... see</i>. [16]			亲		relation, closely related; dear; intimate
襯	Inner Garments			chèn	1126	21	<i>Clothing ... relatives</i>. [17]			衬		underwear; inner garments
幸	Good Fortune		lucky striped prisoner shirt	xìng	1127	8			"<div>The explanation is uncertain. There were two words, 幸 xìng ‘luck’ and 幸 niè ‘criminal’; the latter is obsolete. Karlgren(1940) said 幸 niè ‘criminal’ depicted manacles; (“Ancient handcuffs” says 王宏源). 幸 xìng ‘luck’ may or may not have been related.</div><div><span class=""Apple-tab-span"" style=""white-space:pre""> </span>In 執(执) zhí, 報(报) bào etc., 幸 has the meaning ‘criminal’.</div><div><span class=""Apple-tab-span"" style=""white-space:pre""> </span>Not to be confused with 辛 xīn ‘suffering’.</div><div><br /></div><div>Bottom:</div><div><div>“Opposition, refractory — a battering ram, character analogous to 干 and 屰” —Karlgren.</div><div><span class=""Apple-tab-span"" style=""white-space:pre""> </span>According to 《说文》, 𢆉 rén is phonetic in 南 nán ‘south’; this seems to have been a re-interpretation of 南.</div></div><div><br /></div>"	幸		fortunate; lucky
執	to clench			zhí	1128	11	<i>Good fortune ... bottle of pills</i>. [11]			执		to execute (a plan); grasp
報	Newspaper			bào	1129	12	<i>Good fortune ... stamp ... crotch</i>. [12]			报		to announce, inform; report, newspaper
叫	to call			jiào	1130	5	<i>Mouth ... cornucopia</i>. [5]			叫		to call, be called; to order
收	to receive			shōu	1131	6	<i>Cornucopia ... taskmaster</i>. [6]			收		to receive, accept, collect
陸	Land			lù	1132	11	<i>pinnacle ... mushrooms ... ground</i>. [11]		"788 &nbsp;陸(S陆) [lù] land; 大陸 continent &nbsp;[liù] six ( = 六)<div><div>Originally written 坴, from 圥 lù phonetic over 土 (tǔ) ‘earth’. Later 阝(阜 fù) ‘hill’ was added. In the simple form, 坴 was reduced to 击. The element 坴 also occurs in 睦 mù ‘friendly’; don’t confuse 陸 with 陵 líng.</div><div><span class=""Apple-tab-span"" style=""white-space:pre""> </span>陆(陸) is sometimes used for 六 liù ‘six’ in financial documents to discourage alteration.</div></div><div><br /></div><div>==== 坴 [lù] (component; old form of 陆 lù ‘land’)</div><div><div>From 圥 lù phonetic and 土 (tǔ) ‘earth’.</div><div><span class=""Apple-tab-span"" style=""white-space:pre""> </span>“土块也。从土, 圥声。”</div><div><span class=""Apple-tab-span"" style=""white-space:pre""> </span>坴 is signific in 睦 mù ‘peaceful’.</div></div><div><br /></div>"	陆		shore, land; continental
勢	Force			shì	1133	13	<i>Rice stalk ... mushroom farm ... muscle</i>. [13]	(<u>not</u> the primitive <i>muscle</i>)	"{The full form 勢 is 埶 (yì) 'agriculture' over 力 (lì) 'strength'.<br />        ""Strength, power; authority, influence; inherent value; conditions, circumstances -- the 力 strength applied in 埶 agriculture, in a profession"" --Karlgren.<br />}"	势		power, force; influence; tendency
熱	Heat			rè	1134	15	<i>Rice stalk ... cooking fire</i>. [15]<br />(<i>Mushroom farm</i> over <i>fire</i>)			热		heat; to heat up; fervent, hot (of weather)
藝	Technique			yì	1135	19	<i>Flowers ... mushroom farm ... rising cloud</i>. [19]	not Skill	"{""Agriculture, cultivate, art, profession; skill, cunning, rule, law; limit"" --Karlgren.<br>        Originally 埶, from 坴 a 圥 plant on the 土 ground, and 丸 =  a hand planting it. To 埶 was added 艹 grass and 云 a cloud to water the crop, producing 藝 which is the full form. The simple form 艺 is just 艹 grass over 乙 yǐ phonetic.<br>        埶 also occurs in 热(熱) rè and 势(勢) shì.}"	艺		skill; art
亥	Sign Of The Hog		<i>acorn</i>	hài	1136	6				亥		12th Earthly Branch; PIG; [9:00pm - 11:00pm]
核	Nucleus			hé	1137	10	<i>Tree ... acorn</i>. [10]			核		nuclear; atomic
孩	Tot			hái	1138	9	<i>Child ... acorn</i>. [9]	(toddler. <u>not</u> <i>Juvenile</i>)		孩		child
刻	to carve			kè	1139	8	<i>Acorn ... saber</i>. [8]			刻		to carve, engrave;&nbsp;&nbsp;quarter (hour)
該	should			gāi	1140	13	<i>Words ... acorn</i>. [13]			该		should, ought to, need to
述	to narrate			shù	1141	8	<i>Resin ... road</i>. [8]			述		to tell, narrate, relate
術	Art			shù	1142	11	<i>Boulevard ... resin</i>. [11]			术		art, skill, method, technique
殺	to kill			shā	1143	11	<i>Sheaf ... resin ... missile</i>. [11]		{From 乂 (yì) 'shears' and 木 (mù) 'tree'.<br />        To 乂 cut a 木 plant: decapitate.<br />        The full form 殺 has 殳 (shū) 'beat' added.}	杀		to kill, murder; to slaughter
襄	to aid		<i>pigeon coop</i>	xiāng	1144	17	<i>Top hat and scarf ... chatterbox ... wire mesh</i>. [17]			襄		to assist, help
讓	to yield			ràng	1145	24	<i>Words ... pigeon coop</i>. [24]			让		to yield, allow; let, permit
壤	Territory			rǎng	1146	20	<i>Ground ... pigeon coop</i>. [24]			壤		soil; earth
寒	frigid			hán	1147	12	<i>Hamster cage ... ice</i>. [12]		"{""The seal has a 宀 roof, 艹(艸) doubled, in the middle 人 a man and below 冫 ice --- the whole now badly deformed: a 人 man laying up 艸 fuel in 宀 the house against 冫 the cold"" --Karlgren.<br />        It is also possible that the 艹 grass was used to fill cracks in the walls, to conserve heat.}"	寒		cold, poor; to tremble
賽	Competition			sài	1148	17	<i>Hamster cage ... oysters</i>. [17]		{From  sāi phonetic over 贝(貝) 'money'.<br />        贝 money is the prize for winning a contest.}	赛		to compete; competition, match
毒	a Poison			dú	1149	9	<i>Grow up ... mother</i>. [9]		"{From (生 shēng) 'life' (picture of a plant) and 母(毋 wú) 'do not'.<br />        ""毋 forbidden 生 herbs"" --Karlgren.}"	毒		poison, venom; poisonous
素	Vegetarian Diet			sù	1150	10	<i>Grow up ... thread</i>. [10]		{The bottom is 糸 (sī) 'silk'. The top  represents mulberry branches, from which wild silkworm cocoons are collected.}	素		plain; vegetarian; formerly, normally
青	blue or green		<i>telescope</i>	qīng	1151	8			"{ stands for 生 shēng 'life', and 月 for 丹 (dān) 'red' (丹田 dāntián).<br>        ""The 丹 hue of 生 growing plants. . . . But 丹 means RED! Was the inventor of 青 a Daltonian?"" --Wieger. (Daltonism = red/green color blindness.)<br>        ""The 丹 color of 生 vegetation, 生 in the same time phonetic"" --Karlgren. (Karlgren regarded this explanation as ""far-fetched"".)}"	青		green (blue, black); Qinghai Prv. (abbrev.)
精	refined			jīng	1152	14	<i>Rice ... telescope</i>. [14]		{Why 米 rice? Because rice is PERFECT every time. Rice is the ESSENCE of Chinese food, and is used to make ALCOHOL (酒精).}	精		refined, perfect; essence; semen
請	to invite			qǐng	1153	15	<i>Words ... telescope</i>. [15]			请		to invite, request; please (do sth)
情	Feelings			qíng	1154	11	<i>State of mind ... telescope</i>. [11]			情		feeling; emotion; passion
睛	Eyeball			jīng	1155	13	<i>Eye ... telescope</i>. [13]			睛		eye, eyeball; pupil
清	pure			qīng	1156	11	<i>Water ... telescope</i>. [11]			清		clear, distinct, pure
靜	quiet			jìng	1157	16	<i>Telescope ... contend</i>. [16]		{Strangely, 青 qīng ('green') and 争(爭) zhèng ('struggle') both seem to be phonetic in 静 jìng. Compare the variant forms 靖 and 竫, both with 立 (lì) 'stand' and either 青 or 爭 as phonetic. 靖 is still used in the word 绥靖 suíjìng 'pacify', whereas 竫 is obsolete.}	静		still, calm, quiet, motionless
責	Responsibility			zé	1158	11	<i>Grow up ... clams</i>. [11]	(duty)		责		duty, responsibility; to blame
績	Accomplishments			jì [普], jī [國]	1159	17	<i>Thread ... responsibility</i>. [17]			绩		merit, accomplishment, achievements
積	to accumulate			jī	1160	16	<i>Wild rice (grain) ... responsibility</i>. [16]			积		to amass, accumulate; long-standing
表	Surface			biǎo	1161	8	<i>Grow up ... scarf</i>. [8]	(<u>not</u> <i>covering</i>)	"{Originally from 衣 (yī) 'clothing' and 毛 (máo) 'hair', now written  (four strokes) over  (also four strokes).<br />        ""The outside of a garment, outside, external; (outsiders:) relatives of a different family name; (the side that is seen:) conspicuous, to manifest; a signal; a watch, thermometer etc; schedule -- the 毛 hairy side of 衣 the (fur) garment"" --Karlgren.<br />        For the meaning 'watch' (as in 'wrist-watch'), the variant form 錶 (with 金 jīn 'metal' added) is sometimes used (but not among simple form characters).}"	表		surface, exterior; to show, express
錶	a Watch			biǎo	1162	16	<i>Metal ... surface</i>. [16]			表		a watch, clock
生	Life		<i>cell</i>	shēng	1163	5	Think of the microscopic cell, that miraculous <i>drop</i> of <b>life,</b> that <i>grew up</i> to become you.		{Picture of a growing plant.}	生		life; to be born, give birth
星	Star			xīng	1164	9	<i>Sun ... cell</i>. [9]		{From 日 (rì) 'sun' and 生 shēng phonetic. The old form 曐 had three 日 stars on top; compare 晶 jīng 'crystal'.}	星		star; satellite
姓	Surname			xìng	1165	8	<i>Woman ... cell</i>. [8]	(<b>not</b>&nbsp;<i>family name)</i>		姓		surname; family name; name
性	Sex			xìng	1166	8	<i>State of mind ... cell</i>. [8]		{From 忄(心 xīn) 'heart' and 生 shēng 'birth'. Cognate with 生 and 姓 xìng 'family name'.}	性		sex; nature; suffix: —ness or —ity
害	Harm			hài	1167	10	<i>House ... grow up ... mouth</i>. [10]			害		harm; calamity; to cause trouble to
割	to cut off			gē	1168	12	<i>Harm ... saber</i>. [12]	(<u>not</u> <i>sever</i>)	{From 害 hài ('injure') phonetic and 刂(刀 dāo) 'knife'.<br />        Compare 刻 kè 'carve'.}	割		cut off
慧	intelligent			huì	1169	15	Two <i>bushes ... broom ... heart</i>. [15]		"{From 彗 huì ('broom') phonetic and 心 (xīn) 'heart'.<br />---- 彗 [huì] (书) broom; 彗星 huìxīng comet<br />""A  hand holding two 丰 faggots, a broom"" --Karlgren.<br />        The common modern word for ""broom"" is 扫帚.}"	慧		intelligent
豐	plentiful			fēng	1170	18	"Two <i>bushes ... broom ... heart</i>. It might help to think of a ""hill of beans."" [18]"		"{        It was doubled (second form from right), then various things were added; the full form 豐 has 丰 doubled over 山 and 豆. However, for the meaning ""good-looking"", the simple form 丰 is used even among full form characters.<br />        The simple form 丰 is the same as the oldest form, except that the top line is straightened out.}"	丰		abundant, lush, bountiful, plenty
春	Springtime			chūn	1171	9	<i>Bonsai ... sun</i>. [9]		"{""The spring; gay, wanton -- the small seal has 艸 vegetation reviving under the influence of 日 the sun, 屯 (tún) phonetic; this, however, may be a remaking of the character, and the original upper part may have depicted a tree or bush"" --Karlgren.<br />        In fact, the oldest form is just 桑 (sāng) 'mulberry tree' over 日 (rì) 'sun'. The top of the modern character is , which happens to be like the tops of 泰 tài, 奏 zòu, 奉 fèng, and 秦 Qín.}"	春		spring(time); festive, joyful
泰	tranquil			tài	1172	10	<i>Bonsai ... snowflakes</i>. [10]	(<u>not</u> <i>peaceful</i>)	"{""The seal shows the upper part to be a fusion of 大 and 廾 () two hands, the lower is 水 water; the word is etymologically the same as 太 tài, and as 大 in one of its readings"" --Karlgren.<br />        Notice that the bottom 氺 is five strokes.}"	泰		safe, peaceful; Thai(land); exalted, grand
奉	to proffer			fèng	1173	8	<i>Bonsai ... cornstalk</i>. [8]		"proffer = ""to offer respectfully""<br />{The primary meaning is, to hold respectfully with both hands. The top is from  two hands holding a 丰 fēng bouquet, and the bottom is another hand ( = 扌 = 手 shǒu). 丰 is both signific and phonetic. Cognate with 捧 pěng; phonetic in 棒 bàng.}"	奉		to offer (tribute), pay respect, revere, esteem (ancestor, diety, etc.)
棒	Cudgel			bàng	1174	12	<i>Tree ... proffer</i>. [12]		{From 木 (mù) 'wood' and 奉 fèng 'hold respectfully with both hands'.<br />        The component 奉 is signific as well as phonetic in 棒 (it suggests both the meaning and the sound).}	棒		a stick, club or cudgel
勤	diligent			qín	1175	13	<i>Spinach ... muscle</i>.[13]			勤		industrious, diligent; frequent
謹	careful			jǐn	1176	18	<i>Words ... spinach</i>.[18]	(not&nbsp;<i>cautious</i>)		谨		cautious, prudent
僅	merely			jǐn	1177	13	<i>Person ... spinach</i>.[13]			仅		barely; only, just, merely
